TIMESTAMP (s),TOF (usec),DIST (m),TIME1,CLOCK_COUNT1,TIME2,CAL1,CAL2
TIMESTAMP (s),TOF (usec),DIST (m),TIME1,CLOCK_COUNT1,TIME2,CAL1,CAL2
TIMESTAMP (s),TOF (usec),DIST (m),TIME1,CLOCK_COUNT1,TIME2,CAL1,CAL2
TIMESTAMP (s),TOF (usec),DIST (m),TIME1,CLOCK_COUNT1,TIME2,CAL1,CAL2
1618260800.844917,0.000000,0.000000,0,0,0,0,0

1618260800.845082,0.000000,0.000000,0,0,0,0,0

1618260800.845221,0.000000,0.000000,0,0,0,0,0

1618260800.845358,0.000000,0.000000,0,0,0,0,0

1618260800.845503,0.000000,0.000000,0,0,0,0,0

1618260800.845640,0.000000,0.000000,0,0,0,0,0

1618260800.845784,0.000000,0.000000,0,0,0,0,0

1618260800.845922,0.000000,0.000000,0,0,0,0,0

1618260800.846060,0.000000,0.000000,0,0,0,0,0

1618260800.846193,0.000000,0.000000,0,0,0,0,0

1618260800.846417,0.000000,0.000000,0,0,0,0,0

1618260800.846591,0.000000,0.000000,0,0,0,0,0

1618260800.846725,0.000000,0.000000,0,0,0,0,0

1618260800.846865,0.000000,0.000000,0,0,0,0,0

1618260800.847003,0.000000,0.000000,0,0,0,0,0

1618260800.847132,0.000000,0.000000,0,0,0,0,0

1618260800.847290,0.000000,0.000000,0,0,0,0,0

1618260800.847407,0.000000,0.000000,0,0,0,0,0

1618260800.847542,0.000000,0.000000,0,0,0,0,0

1618260800.847673,0.000000,0.000000,0,0,0,0,0

1618260800.847803,0.000000,0.000000,0,0,0,0,0

1618260800.847941,0.000000,0.000000,0,0,0,0,0

1618260800.848080,0.000000,0.000000,0,0,0,0,0

1618260800.848213,0.000000,0.000000,0,0,0,0,0

1618260800.848350,0.000000,0.000000,0,0,0,0,0

1618260800.848488,0.000000,0.000000,0,0,0,0,0

1618260800.959132,0.000000,0.000000,0,0,0,0,0

TIMESTAMP (s),TOF (usec),DIST (m),TIME1,CLOCK_COUNT1,TIME2,CAL1,CAL2
1618260841.848851,0.000000,0.000000,935,0,0,0,0

1618260841.848960,0.000000,0.000000,2885,0,0,0,0

1618260841.849484,0.000000,0.000000,2885,0,0,0,0

1618260841.850241,0.000000,0.000000,2885,0,0,0,0

1618260841.850390,0.000000,0.000000,2885,0,0,0,0

1618260841.851526,0.000000,0.000000,2885,0,0,0,0

1618260841.851875,0.000000,0.000000,2885,0,0,0,0

1618260841.851983,0.000000,0.000000,2885,0,0,0,0

1618260841.852088,0.000000,0.000000,2885,0,0,0,0

1618260841.852149,0.000000,0.000000,2885,0,0,0,0

1618260841.852609,0.000000,0.000000,2885,0,0,0,0

1618260841.852798,0.000000,0.000000,2885,0,0,0,0

1618260841.852896,0.000000,0.000000,2885,0,0,0,0

1618260841.852951,0.000000,0.000000,2885,0,0,0,0

1618260841.853005,0.000000,0.000000,2885,0,0,0,0

1618260841.853057,0.000000,0.000000,2885,0,0,0,0

1618260841.853253,0.000000,0.000000,2885,0,0,0,0

1618260841.853429,0.000000,0.000000,2885,0,0,0,0

1618260841.854140,0.000000,0.000000,2885,0,0,0,0

1618260841.854368,0.000000,0.000000,2885,0,0,0,0

1618260841.854865,0.000000,0.000000,2885,0,0,0,0

1618260841.855031,0.000000,0.000000,2885,0,0,0,0

1618260841.855157,0.000000,0.000000,2885,0,0,0,0

1618260841.855326,0.000000,0.000000,2885,0,0,0,0

1618260841.855448,0.000000,0.000000,2885,0,0,0,0

1618260841.855778,0.000000,0.000000,2885,0,0,0,0

1618260841.855915,0.000000,0.000000,3331,0,0,0,0

1618260841.856163,0.000000,0.000000,3331,0,0,0,0

1618260841.856422,0.000000,0.000000,3331,0,0,0,0

1618260841.857510,0.000000,0.000000,3331,0,0,0,0

1618260841.857887,0.000000,0.000000,3331,0,0,0,0

1618260841.857994,0.000000,0.000000,3331,0,0,0,0

1618260841.858192,0.000000,0.000000,3331,0,0,0,0

1618260841.858940,0.000000,0.000000,3331,0,0,0,0

1618260841.859147,0.000000,0.000000,3331,0,0,0,0

1618260841.859245,0.000000,0.000000,3331,0,0,0,0

1618260841.859479,0.000000,0.000000,3331,0,0,0,0

1618260841.859790,0.000000,0.000000,3331,0,0,0,0

1618260841.859938,0.000000,0.000000,3331,0,0,0,0

1618260841.860214,0.000000,0.000000,3331,0,0,0,0

1618260841.860548,0.000000,0.000000,3331,0,0,0,0

1618260841.860689,0.000000,0.000000,3331,0,0,0,0

1618260841.860830,0.000000,0.000000,3331,0,0,0,0

1618260841.861236,0.000000,0.000000,3331,0,0,0,0

1618260841.861380,0.000000,0.000000,3331,0,0,0,0

1618260841.861515,0.000000,0.000000,3331,0,0,0,0

